recommended_structure,roof_area,region,installation_cost,payback_period
Rainwater Barrel,21.75,Karnataka,3174.62,5.84
Rainwater Barrel,30.58,Rajasthan,4058.1,10.62
Recharge Pit,22.75,Punjab,5412.51,11.33
Recharge Pit,16.6,Punjab,4489.43,12.88
Recharge Pit,40.06,Punjab,8008.67,9.52
Recharge Pit,41.63,West Bengal,8245.07,4.4
Cistern,77.46,Delhi NCR,24364.0,10.49
Rainwater Barrel,26.67,Rajasthan,3666.64,11.0
Cistern,12.87,Gujarat,8217.5,28.38
Recharge Well,49.78,Karnataka,22934.56,11.52
Recharge Well,52.66,Rajasthan,23798.35,22.6
Rainwater Barrel,58.62,Rajasthan,6861.56,9.36
Recharge Well,69.11,Maharashtra,28732.23,8.66
Recharge Pit,69.6,Rajasthan,12440.01,11.92
Cistern,20.32,Delhi NCR,10080.03,16.54
Recharge Pit,71.81,Karnataka,12771.66,5.93
Recharge Well,28.11,Delhi NCR,16431.79,18.27
Cistern,49.36,Karnataka,17340.96,9.37
Recharge Pit,37.7,Karnataka,7655.49,6.77
Rainwater Barrel,20.36,Maharashtra,3036.11,4.97
Recharge Pit,59.16,Delhi NCR,10873.41,7.66
Recharge Well,26.36,Karnataka,15908.8,15.09
Cistern,83.88,Rajasthan,25970.0,16.51
Rainwater Barrel,22.61,Delhi NCR,3260.97,7.21
Cistern,20.04,Karnataka,10010.22,13.32
Rainwater Barrel,23.77,West Bengal,3377.33,3.79
Cistern,69.94,Punjab,22484.35,12.25
Recharge Well,15.13,Delhi NCR,12537.73,25.9
Rainwater Barrel,52.28,Maharashtra,6227.58,3.97
Infiltration Trench,82.78,West Bengal,20555.9,4.73
Cistern,30.43,West Bengal,12606.59,7.37
Cistern,27.21,Tamil Nadu,11801.63,12.85
Recharge Pit,34.47,Delhi NCR,7169.77,8.67
Rainwater Barrel,18.89,West Bengal,2889.31,4.08
Infiltration Trench,124.48,Delhi NCR,28895.68,8.29
Recharge Well,46.29,Delhi NCR,21886.71,14.78
Recharge Pit,17.99,Karnataka,4698.3,8.71
Infiltration Trench,22.12,Delhi NCR,8423.66,13.6
Rainwater Barrel,36.22,Tamil Nadu,4621.84,5.67
Infiltration Trench,17.34,Gujarat,7467.21,20.51
Cistern,15.61,Delhi NCR,8902.22,19.01
Cistern,38.35,Punjab,14588.74,14.49
Recharge Pit,54.76,Tamil Nadu,10214.32,6.91
Rainwater Barrel,52.33,Gujarat,6233.22,7.94
Rainwater Barrel,32.14,Karnataka,4214.1,5.24
Infiltration Trench,28.87,Delhi NCR,9773.67,12.09
Recharge Pit,33.98,Gujarat,7097.32,11.6
Rainwater Barrel,54.38,Punjab,6438.36,6.77
Cistern,17.67,Tamil Nadu,9416.39,15.79
Infiltration Trench,22.45,Tamil Nadu,8490.0,12.01
Recharge Well,27.42,Karnataka,16224.72,14.8
Cistern,29.34,Karnataka,12334.48,11.21
Recharge Pit,32.23,Karnataka,6833.86,7.07
Rainwater Barrel,32.71,Gujarat,4270.57,8.71
Cistern,46.39,Delhi NCR,16596.67,11.93
Recharge Well,13.72,Rajasthan,12114.92,44.16
Recharge Well,14.87,West Bengal,12460.71,13.97
Recharge Pit,23.75,Tamil Nadu,5561.86,8.68
Cistern,51.0,Rajasthan,17749.61,18.56
Infiltration Trench,23.9,Maharashtra,8780.7,8.75
Cistern,32.44,Tamil Nadu,13110.54,11.97
Recharge Well,35.31,West Bengal,18591.98,8.78
Recharge Pit,38.79,Karnataka,7817.84,6.72
Recharge Pit,72.41,West Bengal,12860.88,3.95
Infiltration Trench,46.87,Delhi NCR,13373.48,10.19
Recharge Pit,54.53,Delhi NCR,10179.34,7.78
Recharge Pit,31.08,Tamil Nadu,6662.17,7.94
Recharge Pit,69.18,Gujarat,12377.42,9.94
Recharge Pit,34.32,Maharashtra,7148.39,5.79
Recharge Pit,12.46,West Bengal,3868.66,6.9
Recharge Well,113.2,Karnataka,41961.26,9.27
Cistern,33.89,Delhi NCR,13472.26,13.25
Rainwater Barrel,43.16,Maharashtra,5315.88,4.11
Recharge Pit,19.41,Maharashtra,4911.23,7.03
Rainwater Barrel,99.34,Delhi NCR,10934.11,5.5
Rainwater Barrel,22.27,Punjab,3227.3,8.28
Recharge Well,27.31,West Bengal,16194.01,9.88
Recharge Pit,15.42,Maharashtra,4312.51,7.77
Rainwater Barrel,39.74,Delhi NCR,4973.72,6.26
Recharge Pit,28.77,Punjab,6315.11,10.45
Infiltration Trench,15.31,Delhi NCR,7061.07,16.48
Infiltration Trench,32.02,Delhi NCR,10403.06,11.61
Infiltration Trench,34.72,Maharashtra,10944.57,7.5
Rainwater Barrel,29.26,Gujarat,3926.12,8.94
Infiltration Trench,13.32,Gujarat,6664.77,23.82
Recharge Well,38.3,Karnataka,19489.4,12.72
Recharge Well,17.57,West Bengal,13270.93,12.59
Rainwater Barrel,51.66,Delhi NCR,6165.61,5.97
Recharge Pit,25.09,West Bengal,5762.84,5.11
Cistern,52.66,Karnataka,18164.39,9.2
Recharge Pit,33.35,Karnataka,7002.42,7.0
Recharge Pit,34.22,Karnataka,7132.42,6.95
Recharge Pit,62.69,Karnataka,11403.0,6.06
Recharge Pit,22.03,Tamil Nadu,5304.37,8.92
Cistern,19.15,Maharashtra,9786.59,11.36
Infiltration Trench,43.72,Maharashtra,12744.4,6.94
Recharge Pit,17.17,Tamil Nadu,4575.02,9.87
Recharge Well,22.21,Delhi NCR,14663.45,20.63
Rainwater Barrel,15.04,Tamil Nadu,2503.56,7.4
Rainwater Barrel,58.9,Delhi NCR,6890.41,5.85
Recharge Well,20.06,Gujarat,14017.61,29.12
Recharge Pit,23.88,Maharashtra,5581.35,6.49
Cistern,17.37,Rajasthan,9343.5,28.68
Infiltration Trench,27.31,Punjab,9462.2,14.14
Rainwater Barrel,30.83,Maharashtra,4083.12,4.41
Infiltration Trench,50.05,Tamil Nadu,14009.66,8.89
Cistern,17.1,Tamil Nadu,9274.76,16.07
Rainwater Barrel,24.52,Gujarat,3452.12,9.39
Infiltration Trench,67.45,Tamil Nadu,17489.77,8.23
Cistern,55.73,Delhi NCR,18932.66,11.32
Infiltration Trench,23.6,Delhi NCR,8719.3,13.2
Recharge Pit,32.31,Rajasthan,6845.95,14.13
Cistern,88.59,Rajasthan,27147.47,16.34
Infiltration Trench,18.23,Maharashtra,7645.78,9.99
Recharge Pit,12.67,Rajasthan,3900.75,20.52
Recharge Pit,25.33,Delhi NCR,5799.36,9.54
Cistern,31.76,West Bengal,12940.82,7.24
Recharge Well,22.17,Karnataka,14652.08,16.52
Rainwater Barrel,53.97,Karnataka,6397.14,4.74
Cistern,36.79,Rajasthan,14198.44,20.58
Recharge Pit,24.48,Rajasthan,5671.74,15.45
Recharge Pit,25.29,Delhi NCR,5793.87,9.54
Cistern,22.8,Gujarat,10700.37,20.86
Recharge Well,50.14,Maharashtra,23042.72,9.57
Rainwater Barrel,26.15,Tamil Nadu,3614.7,6.14
Infiltration Trench,18.24,Maharashtra,7647.74,9.98
Cistern,53.57,Punjab,18391.98,13.08
Rainwater Barrel,28.84,Karnataka,3884.1,5.39
Rainwater Barrel,16.78,West Bengal,2677.77,4.26
Recharge Pit,77.98,Karnataka,13696.51,5.85
Infiltration Trench,44.94,Delhi NCR,12987.51,10.32
Cistern,33.89,Maharashtra,13472.54,8.83
Recharge Pit,29.79,West Bengal,6468.07,4.83
Recharge Pit,28.78,Delhi NCR,6317.65,9.15
Recharge Well,28.49,Punjab,16547.66,20.74
Rainwater Barrel,28.88,West Bengal,3888.18,3.59
Cistern,24.66,Maharashtra,11164.78,10.06
Cistern,31.45,West Bengal,12861.92,7.27
Cistern,24.42,Punjab,11104.14,17.32
Recharge Pit,37.03,Rajasthan,7554.49,13.6
Recharge Well,32.73,Maharashtra,17818.7,11.34
Infiltration Trench,23.33,Punjab,8666.11,15.16
Recharge Pit,31.71,Tamil Nadu,6756.3,7.89
Infiltration Trench,43.44,Tamil Nadu,12688.77,9.27
Recharge Well,10.72,Karnataka,11214.98,26.16
Rainwater Barrel,44.22,Tamil Nadu,5421.66,5.45
Cistern,17.94,Maharashtra,9484.0,11.75
Infiltration Trench,26.33,Tamil Nadu,9265.21,11.17
Recharge Pit,10.0,Tamil Nadu,3500.0,12.96
Infiltration Trench,43.94,West Bengal,12788.05,5.54
Rainwater Barrel,22.87,Rajasthan,3287.13,11.5
Cistern,25.79,Karnataka,11448.2,11.84
Infiltration Trench,34.65,Delhi NCR,10930.22,11.27
Rainwater Barrel,12.36,Karnataka,2236.17,7.24
Recharge Pit,34.16,Karnataka,7123.87,6.95
Recharge Well,45.79,Karnataka,21737.79,11.87
Recharge Pit,36.13,Punjab,7419.38,9.78
Cistern,27.2,Delhi NCR,11799.03,14.46
Recharge Pit,33.8,Punjab,7070.59,9.96
Recharge Pit,31.89,Rajasthan,6783.32,14.18
Recharge Pit,48.39,Rajasthan,9258.32,12.76
Recharge Pit,62.02,Gujarat,11303.45,10.12
Cistern,26.97,Gujarat,11741.54,19.35
Rainwater Barrel,37.18,West Bengal,4717.97,3.38
Infiltration Trench,23.72,Rajasthan,8743.48,21.07
Recharge Well,40.79,Rajasthan,20235.98,24.81
Infiltration Trench,41.68,Punjab,12336.34,12.08
Infiltration Trench,30.47,West Bengal,10093.15,6.31
Recharge Well,42.93,Rajasthan,20878.2,24.32
Cistern,33.17,Maharashtra,13292.09,8.91
Recharge Well,32.33,Delhi NCR,17698.73,17.11
Cistern,21.32,Punjab,10330.92,18.46
Infiltration Trench,36.09,Rajasthan,11217.75,17.76
Cistern,24.8,Punjab,11201.23,17.2
Rainwater Barrel,51.15,Punjab,6115.4,6.83
Recharge Well,21.72,Tamil Nadu,14517.08,18.56
Rainwater Barrel,37.88,West Bengal,4787.99,3.37
Infiltration Trench,29.07,Gujarat,9813.89,16.08
Recharge Well,37.83,West Bengal,19349.66,8.52
Infiltration Trench,32.16,Punjab,10432.81,13.24
Rainwater Barrel,22.0,West Bengal,3199.9,3.88
Infiltration Trench,57.22,Karnataka,15443.88,7.71
Recharge Well,21.25,Maharashtra,14375.37,14.09
Recharge Well,45.66,Maharashtra,21698.88,9.9
Infiltration Trench,14.17,Punjab,6833.1,19.69
Recharge Well,28.66,Karnataka,16598.31,14.48
Recharge Well,71.14,Maharashtra,29340.79,8.59
Infiltration Trench,28.85,Tamil Nadu,9770.96,10.75
Rainwater Barrel,34.75,Rajasthan,4475.2,10.3
Recharge Well,73.8,Punjab,30138.82,14.59
Recharge Well,30.83,Tamil Nadu,17249.93,15.54
Recharge Well,37.69,West Bengal,19308.22,8.54
Recharge Well,44.8,Delhi NCR,21441.5,14.95
Infiltration Trench,16.61,West Bengal,7322.49,8.4
Rainwater Barrel,25.98,Tamil Nadu,3597.78,6.16
Rainwater Barrel,35.34,Gujarat,4533.72,8.55
Cistern,14.91,Gujarat,8727.64,26.01
Recharge Well,65.69,Rajasthan,27706.12,21.09
Recharge Well,48.34,West Bengal,22501.24,7.76
Cistern,44.87,Karnataka,16217.19,9.64
Rainwater Barrel,64.07,Rajasthan,7407.14,9.25
Recharge Pit,47.54,Maharashtra,9131.37,5.34
Recharge Pit,29.52,Karnataka,6427.94,7.26
Rainwater Barrel,14.64,Karnataka,2464.18,6.73
Recharge Well,23.56,Karnataka,15066.9,15.99
Recharge Pit,23.9,Karnataka,5585.01,7.79
Infiltration Trench,45.12,Gujarat,13024.62,13.75
Infiltration Trench,34.48,West Bengal,10896.47,6.02
Cistern,15.14,Maharashtra,8784.71,12.9
Rainwater Barrel,51.04,Gujarat,6103.78,7.97
Rainwater Barrel,64.37,Punjab,7437.22,6.6
Recharge Pit,69.25,Maharashtra,12387.98,4.97
Recharge Well,18.82,Gujarat,13646.66,30.21
Rainwater Barrel,38.89,Rajasthan,4889.19,10.06
Recharge Pit,20.02,Gujarat,5003.25,13.88
Recharge Pit,87.32,Maharashtra,15098.17,4.8
Rainwater Barrel,33.63,Maharashtra,4362.56,4.32
Recharge Pit,27.52,Rajasthan,6127.97,14.84
Cistern,25.1,Delhi NCR,11275.15,14.97
Cistern,39.14,West Bengal,14783.75,6.72
Rainwater Barrel,42.85,Maharashtra,5285.43,4.11
Recharge Well,14.53,Gujarat,12357.94,35.45
Cistern,66.58,Rajasthan,21645.46,17.34
Cistern,41.91,Karnataka,15476.79,9.85
Rainwater Barrel,66.31,West Bengal,7631.47,3.07
Infiltration Trench,77.89,Maharashtra,19578.87,5.98
Recharge Pit,31.51,West Bengal,6726.44,4.74
Cistern,50.83,West Bengal,17707.08,6.19
Infiltration Trench,24.83,Tamil Nadu,8966.28,11.46
Recharge Well,26.21,West Bengal,15863.0,10.09
Infiltration Trench,72.69,Karnataka,18537.79,7.29
Rainwater Barrel,22.88,Punjab,3288.42,8.21
Recharge Well,36.53,West Bengal,18960.1,8.65
Recharge Well,21.03,Maharashtra,14310.08,14.17
Infiltration Trench,23.86,Rajasthan,8771.97,21.01
Rainwater Barrel,25.72,Karnataka,3572.44,5.55
Cistern,68.28,Gujarat,22069.25,14.37
Infiltration Trench,42.81,Gujarat,12562.96,13.97
Cistern,50.45,Maharashtra,17611.83,7.76
Infiltration Trench,13.42,Delhi NCR,6683.58,17.79
Cistern,33.69,Tamil Nadu,13423.54,11.8
Infiltration Trench,27.35,Maharashtra,9470.2,8.24
Recharge Well,42.36,Rajasthan,20707.45,24.44
Recharge Pit,110.31,Karnataka,18545.98,5.6
Recharge Well,10.02,Tamil Nadu,11006.41,30.51
Cistern,40.44,Delhi NCR,15109.04,12.46
Rainwater Barrel,99.72,Maharashtra,10972.26,3.67
Recharge Well,25.66,Punjab,15699.33,21.85
Recharge Pit,35.69,Tamil Nadu,7353.76,7.63
Cistern,46.45,Delhi NCR,16611.44,11.92
Recharge Well,11.27,Maharashtra,11380.7,21.04
Infiltration Trench,37.83,West Bengal,11565.92,5.82
Rainwater Barrel,22.26,Maharashtra,3226.39,4.83
Cistern,92.19,Rajasthan,28048.25,16.23
Recharge Well,29.85,Maharashtra,16956.16,11.83
Cistern,23.22,Punjab,10803.93,17.73
Infiltration Trench,50.57,Maharashtra,14113.57,6.65
Recharge Pit,42.27,Gujarat,8340.05,10.96
Recharge Well,51.83,Delhi NCR,23548.97,14.2
Cistern,86.07,West Bengal,26518.6,5.48
Cistern,24.71,Gujarat,11178.66,20.1
Cistern,78.22,Maharashtra,24554.85,6.98
Recharge Pit,84.67,Punjab,14700.03,8.27
Cistern,22.55,Delhi NCR,10637.58,15.72
Rainwater Barrel,23.67,Delhi NCR,3366.93,7.11
Rainwater Barrel,33.91,Maharashtra,4390.67,4.32
Cistern,29.97,Punjab,12492.23,15.88
Rainwater Barrel,77.83,Rajasthan,8783.0,9.03
Recharge Well,21.5,West Bengal,14449.9,11.2
Rainwater Barrel,37.42,Delhi NCR,4742.46,6.34
Cistern,22.58,West Bengal,10646.09,8.38
Infiltration Trench,34.96,Punjab,10992.21,12.83
Recharge Well,96.63,Tamil Nadu,36987.83,10.63
Recharge Pit,82.39,Gujarat,14359.2,9.68
Cistern,40.02,Delhi NCR,15003.83,12.5
Recharge Pit,45.37,Tamil Nadu,8805.73,7.19
Infiltration Trench,41.92,Delhi NCR,12383.85,10.55
Recharge Pit,28.45,Rajasthan,6266.86,14.69
Cistern,86.34,Maharashtra,26584.59,6.84
Cistern,64.06,Punjab,21014.28,12.5
Infiltration Trench,37.23,Delhi NCR,11446.53,10.98
Cistern,29.71,Punjab,12428.19,15.93
Infiltration Trench,30.69,Karnataka,10138.52,9.44
Infiltration Trench,39.23,Delhi NCR,11845.57,10.78
Cistern,32.54,Rajasthan,13135.05,21.53
Rainwater Barrel,58.54,Rajasthan,6854.26,9.37
Infiltration Trench,42.08,Maharashtra,12415.5,7.03
Cistern,20.56,Maharashtra,10138.87,10.96
Rainwater Barrel,18.67,Tamil Nadu,2866.58,6.83
Infiltration Trench,54.35,Rajasthan,14869.51,15.63
Rainwater Barrel,18.58,Punjab,2857.53,8.79
Recharge Well,27.82,Karnataka,16345.5,14.69
Recharge Well,26.58,West Bengal,15974.23,10.02
Rainwater Barrel,17.83,Rajasthan,2782.77,12.49
Infiltration Trench,38.67,Delhi NCR,11734.31,10.84
Cistern,31.13,West Bengal,12781.88,7.3
Recharge Pit,24.07,West Bengal,5610.95,5.18
Cistern,93.93,Rajasthan,28483.53,16.17
Recharge Pit,10.0,Karnataka,3500.0,11.67
Recharge Pit,21.51,Punjab,5225.85,11.57
Infiltration Trench,24.82,Delhi NCR,8963.88,12.9
Rainwater Barrel,16.79,Tamil Nadu,2679.05,7.09
Cistern,102.41,Tamil Nadu,30601.72,8.85
Rainwater Barrel,101.87,Tamil Nadu,11186.81,4.88
Recharge Well,23.52,Maharashtra,15055.43,13.34
Infiltration Trench,62.45,Delhi NCR,16490.02,9.43
Infiltration Trench,44.62,West Bengal,12924.79,5.52
Recharge Well,75.8,Tamil Nadu,30739.07,11.27
Cistern,31.39,Maharashtra,12846.78,9.1
Recharge Well,41.09,Rajasthan,20327.49,24.73
Cistern,66.77,West Bengal,21692.82,5.78
Recharge Pit,61.86,Delhi NCR,11278.29,7.6
Infiltration Trench,35.72,Delhi NCR,11144.76,11.14
Cistern,20.67,Delhi NCR,10167.65,16.4
Rainwater Barrel,22.61,Gujarat,3260.84,9.62
Rainwater Barrel,13.14,Maharashtra,2313.67,5.87
Infiltration Trench,49.09,West Bengal,13817.79,5.36
Recharge Well,36.82,Punjab,19046.45,18.47
Recharge Well,38.27,Gujarat,19480.6,21.21
Cistern,32.7,Gujarat,13175.34,17.91
Recharge Well,18.7,Gujarat,13608.89,30.33
Infiltration Trench,38.72,Punjab,11743.63,12.38
Cistern,44.82,Gujarat,16204.68,16.07
Recharge Pit,21.45,Tamil Nadu,5218.1,9.01
Recharge Well,32.65,Delhi NCR,17794.81,17.03
Recharge Well,23.95,West Bengal,15183.98,10.57
Cistern,29.73,West Bengal,12433.04,7.43
Rainwater Barrel,18.77,Delhi NCR,2877.08,7.66
Recharge Well,28.96,Maharashtra,16687.88,12.01
Infiltration Trench,74.72,Rajasthan,18943.18,14.49
Recharge Well,25.77,Karnataka,15729.7,15.26
Recharge Pit,23.56,Tamil Nadu,5533.97,8.7
Recharge Well,24.31,Punjab,15293.39,22.47
Rainwater Barrel,30.11,Karnataka,4011.11,5.33
Recharge Well,81.14,Delhi NCR,32341.63,12.46
Cistern,66.88,Gujarat,21719.16,14.43
Recharge Well,30.82,West Bengal,17247.17,9.33
Rainwater Barrel,24.01,Maharashtra,3401.29,4.72
Cistern,13.73,Maharashtra,8432.25,13.65
Infiltration Trench,21.0,Rajasthan,8199.24,22.31
Cistern,12.34,Rajasthan,8084.64,34.95
Recharge Pit,47.95,Delhi NCR,9191.78,7.99
Cistern,64.57,Tamil Nadu,21142.95,9.7
Infiltration Trench,27.45,Maharashtra,9490.1,8.23
Recharge Well,40.12,Karnataka,20036.87,12.48
Cistern,19.21,Rajasthan,9802.86,27.21
Cistern,12.55,West Bengal,8138.56,11.52
Cistern,34.05,West Bengal,13512.56,7.05
Cistern,40.11,Delhi NCR,15027.96,12.49
Infiltration Trench,77.63,Tamil Nadu,19526.51,7.98
Rainwater Barrel,92.91,Delhi NCR,10290.63,5.54
Rainwater Barrel,28.81,Delhi NCR,3880.98,6.74
Cistern,52.25,Tamil Nadu,18062.73,10.24
Infiltration Trench,38.77,Tamil Nadu,11753.21,9.62
Infiltration Trench,33.15,Tamil Nadu,10630.62,10.18
Cistern,32.5,West Bengal,13125.17,7.18
Recharge Pit,30.8,West Bengal,6620.05,4.78
Cistern,31.47,Delhi NCR,12867.52,13.63
Recharge Pit,75.82,Rajasthan,13372.37,11.76
Cistern,36.87,Punjab,14216.5,14.69
Recharge Pit,79.12,Punjab,13867.59,8.35
Recharge Pit,21.13,Delhi NCR,5169.98,10.19
Cistern,10.0,Delhi NCR,7500.0,25.0
Recharge Pit,26.27,Rajasthan,5940.99,15.07
Recharge Well,21.8,Tamil Nadu,14540.43,18.53
Rainwater Barrel,15.69,Delhi NCR,2569.29,8.19
Infiltration Trench,63.45,Maharashtra,16690.93,6.26
Recharge Pit,16.98,West Bengal,4546.41,5.95
Recharge Pit,44.32,Gujarat,8647.71,10.84
Infiltration Trench,90.66,Tamil Nadu,22131.65,7.75
Recharge Pit,18.64,Maharashtra,4795.25,7.15
Infiltration Trench,29.5,West Bengal,9900.83,6.39
Cistern,65.13,Delhi NCR,21281.99,10.89
Recharge Well,26.9,Gujarat,16071.41,24.89
Recharge Well,39.1,Maharashtra,19730.85,10.51
Rainwater Barrel,45.59,Karnataka,5558.81,4.88
Recharge Pit,36.12,Rajasthan,7417.73,13.69
Rainwater Barrel,26.47,West Bengal,3646.55,3.67
Cistern,22.41,Gujarat,10602.79,21.03
Recharge Well,19.16,Delhi NCR,13746.77,22.43
Cistern,44.62,Punjab,16155.83,13.79
Cistern,23.83,Maharashtra,10958.17,10.22
Recharge Pit,60.22,Delhi NCR,11032.85,7.63
Cistern,73.3,Punjab,23325.42,12.12
Recharge Well,18.57,Rajasthan,13571.26,36.54
Rainwater Barrel,47.9,Rajasthan,5789.91,9.67
Recharge Well,92.71,Tamil Nadu,35813.46,10.73
Recharge Pit,21.59,Maharashtra,5238.83,6.74
Recharge Well,60.36,Tamil Nadu,26107.9,12.01
Infiltration Trench,43.86,Punjab,12771.67,11.89
Rainwater Barrel,53.53,Punjab,6353.0,6.78
Infiltration Trench,22.69,Rajasthan,8537.43,21.5
Infiltration Trench,85.85,Gujarat,21169.84,11.74
Recharge Pit,23.69,Punjab,5553.9,11.16
Cistern,45.62,Punjab,16404.72,13.7
Infiltration Trench,32.08,Maharashtra,10416.96,7.73
Recharge Well,43.31,Gujarat,20992.26,20.2
Cistern,20.25,Tamil Nadu,10063.19,14.72
Recharge Well,17.93,Tamil Nadu,13378.15,20.73
Recharge Well,38.23,Punjab,19467.79,18.19
Cistern,27.56,Maharashtra,11890.06,9.59
Cistern,27.1,Tamil Nadu,11773.79,12.88
Recharge Well,43.48,Tamil Nadu,21045.41,13.44
Recharge Pit,15.68,Karnataka,4352.65,9.25
Rainwater Barrel,60.55,Maharashtra,7054.83,3.88
Rainwater Barrel,35.15,Tamil Nadu,4515.46,5.71
Recharge Pit,48.49,Rajasthan,9273.91,12.75
Cistern,43.11,Delhi NCR,15776.63,12.2
Recharge Well,44.31,Punjab,21293.51,17.16
Rainwater Barrel,18.19,West Bengal,2818.82,4.13
Recharge Well,59.28,Punjab,25785.28,15.53
Recharge Pit,37.96,Rajasthan,7693.57,13.51
Recharge Well,26.11,West Bengal,15834.45,10.11
Recharge Pit,31.1,Delhi NCR,6665.69,8.93
Cistern,39.69,Delhi NCR,14922.19,12.53
Recharge Pit,36.24,Rajasthan,7435.73,13.68
Recharge Pit,44.64,Gujarat,8695.94,10.82
Rainwater Barrel,75.69,Gujarat,8569.37,7.55
Recharge Well,19.72,Delhi NCR,13916.29,22.05
Rainwater Barrel,48.19,Gujarat,5818.93,8.05
Infiltration Trench,31.39,Gujarat,10277.13,15.59
Recharge Pit,58.63,Gujarat,10794.73,10.23
Infiltration Trench,74.65,Delhi NCR,18930.2,9.06
Rainwater Barrel,36.53,West Bengal,4652.73,3.4
Recharge Well,45.17,Gujarat,21550.6,19.88
Rainwater Barrel,60.83,West Bengal,7082.69,3.11
Recharge Well,54.55,Punjab,24365.03,15.95
Recharge Well,62.08,Karnataka,26623.28,10.72
Cistern,28.53,Delhi NCR,12132.51,14.18
Recharge Pit,25.57,Rajasthan,5836.03,15.21
Rainwater Barrel,18.76,Gujarat,2876.35,10.22
Recharge Well,30.03,Tamil Nadu,17010.19,15.73
Rainwater Barrel,31.75,Delhi NCR,4175.07,6.57
Rainwater Barrel,30.82,Maharashtra,4082.11,4.41
Recharge Well,42.36,Rajasthan,20706.85,24.44
Infiltration Trench,42.91,Karnataka,12582.21,8.38
Recharge Pit,32.05,Punjab,6807.45,10.11
Recharge Pit,39.39,West Bengal,7907.75,4.46
Cistern,50.07,West Bengal,17516.88,6.22
Cistern,22.21,Maharashtra,10552.86,10.56
Cistern,52.81,Rajasthan,18201.31,18.38
Recharge Pit,24.39,Gujarat,5659.03,12.89
Infiltration Trench,68.0,Tamil Nadu,17600.44,8.22
Recharge Pit,35.99,Gujarat,7397.86,11.42
Recharge Pit,34.19,Rajasthan,7129.1,13.9
Recharge Pit,13.53,Delhi NCR,4029.99,12.41
Recharge Pit,46.01,Maharashtra,8902.09,5.37
Infiltration Trench,34.73,Tamil Nadu,10945.48,10.01
Cistern,36.13,West Bengal,14032.05,6.9
Rainwater Barrel,31.61,Maharashtra,4160.96,4.39
Cistern,45.27,Maharashtra,16316.97,8.01
Cistern,50.04,Tamil Nadu,17508.91,10.37
Rainwater Barrel,42.18,West Bengal,5218.28,3.3
Recharge Pit,63.98,West Bengal,11596.65,4.03
Infiltration Trench,23.11,Rajasthan,8622.4,21.32
Infiltration Trench,24.62,Karnataka,8924.08,10.36
Cistern,40.58,Karnataka,15145.78,9.95
Rainwater Barrel,46.1,Gujarat,5610.35,8.11
Recharge Well,42.88,Rajasthan,20863.26,24.33
Recharge Pit,17.4,Tamil Nadu,4609.39,9.81
Cistern,18.15,Rajasthan,9537.83,28.02
Infiltration Trench,30.19,Tamil Nadu,10038.58,10.55
Rainwater Barrel,13.54,Maharashtra,2353.62,5.8
Rainwater Barrel,37.73,Gujarat,4772.97,8.43
Cistern,31.9,Delhi NCR,12974.81,13.56
Recharge Well,20.96,Maharashtra,14288.96,14.2
Infiltration Trench,25.13,West Bengal,9026.33,6.84
Cistern,34.98,Delhi NCR,13745.76,13.1
Recharge Well,15.69,Rajasthan,12708.01,40.49
Rainwater Barrel,24.49,Tamil Nadu,3449.09,6.26
Recharge Pit,29.03,Delhi NCR,6354.39,9.12
Infiltration Trench,28.51,Maharashtra,9701.11,8.1
Infiltration Trench,28.92,Tamil Nadu,9783.63,10.74
Recharge Well,65.33,Gujarat,27600.48,17.6
Cistern,53.21,Maharashtra,18302.91,7.64
Rainwater Barrel,24.01,West Bengal,3400.91,3.78
Recharge Well,19.72,Rajasthan,13914.64,35.29
Recharge Pit,26.93,Tamil Nadu,6039.84,8.31
Recharge Pit,61.17,Rajasthan,11174.8,12.18
Recharge Pit,11.43,Tamil Nadu,3714.68,12.04
Recharge Well,34.53,Maharashtra,18358.64,11.08
Rainwater Barrel,28.39,Karnataka,3838.82,5.41
Infiltration Trench,60.29,Karnataka,16058.22,7.61
Cistern,54.09,Tamil Nadu,18521.48,10.15
Infiltration Trench,15.89,Gujarat,7178.77,21.51
Rainwater Barrel,60.24,Rajasthan,7023.94,9.33
Infiltration Trench,10.31,West Bengal,6062.01,11.2
Recharge Well,44.98,Punjab,21492.93,17.07
Recharge Pit,47.04,Tamil Nadu,9056.19,7.13
Rainwater Barrel,76.91,Tamil Nadu,8690.6,5.02
Rainwater Barrel,37.1,Karnataka,4710.21,5.08
Infiltration Trench,23.75,Delhi NCR,8750.96,13.16
Recharge Well,20.0,Maharashtra,14000.52,14.58
Infiltration Trench,68.73,Karnataka,17745.01,7.38
Infiltration Trench,77.37,Rajasthan,19473.33,14.38
Rainwater Barrel,26.46,Karnataka,3646.34,5.51
Infiltration Trench,33.48,Punjab,10696.98,13.04
Recharge Pit,65.47,Gujarat,11821.1,10.03
Infiltration Trench,48.64,Maharashtra,13728.86,6.72
Recharge Pit,30.16,Punjab,6524.43,10.3
Rainwater Barrel,22.65,Gujarat,3265.02,9.61
Recharge Well,21.74,Punjab,14523.3,23.85
Recharge Pit,53.34,West Bengal,10000.93,4.17
Recharge Well,27.56,Maharashtra,16269.1,12.3
Recharge Well,27.02,Karnataka,16106.92,14.9
Recharge Pit,44.97,Punjab,8745.2,9.26
Rainwater Barrel,34.48,Karnataka,4447.73,5.16
