roof_type,roof_age,region,location,runoff_coefficient
Terracotta and Clay Tiles,15,Rural,Raichur,0.8113
Ceramic Tiles,41,Rural,Raichur,0.7723
Asbestos Sheet,32,Rural,Tezpur,0.7479
Galvanized Iron Sheet,19,Rural,Hisar,0.853
Modern Composite Sheets,1,Urban,Jaipur,0.8585
Ceramic Tiles,22,Rural,Anantapur,0.8239
Concrete Roof,39,Urban,Jaipur,0.6741
Stone Slabs,9,Urban,Pune,0.7008
Lime-Finished Roofs,9,Urban,Lucknow,0.6703
Concrete Roof,7,Urban,Lucknow,0.6356
Concrete Roof,17,Rural,Wardha,0.6579
Tiled Roof,14,Rural,Jaisalmer,0.7172
Terracotta and Clay Tiles,10,Rural,Hisar,0.8026
Terracotta and Clay Tiles,31,Rural,Sagar,0.7837
Terracotta and Clay Tiles,44,Rural,Shillong,0.785
Stone Slabs,35,Rural,Gorakhpur,0.689
Terracotta and Clay Tiles,45,Rural,Purnia,0.776
Galvanized Iron Sheet,36,Urban,Jaipur,0.8549
Modern Composite Sheets,5,Urban,Kolkata,0.8909
Ceramic Tiles,39,Urban,Bengaluru,0.7903
Metal Roofs,15,Rural,Purnia,0.8423
Metal Roofs,33,Rural,Hisar,0.8421
Galvanized Iron Sheet,13,Urban,Mumbai,0.874
Tiled Roof,6,Rural,Gorakhpur,0.7024
Concrete Roof,3,Rural,Sambalpur,0.6644
Asbestos Sheet,1,Urban,Pune,0.7699
Lime-Finished Roofs,17,Urban,Hyderabad,0.6566
Tiled Roof,15,Rural,Gorakhpur,0.6623
Modern Composite Sheets,9,Urban,Jaipur,0.8425
Modern Composite Sheets,7,Urban,Patna,0.8488
Modern Composite Sheets,43,Rural,Sagar,0.8255
Modern Composite Sheets,41,Urban,Hyderabad,0.8512
Stone Slabs,47,Urban,Jaipur,0.71
Modern Composite Sheets,34,Rural,Tezpur,0.851
Metal Roofs,1,Rural,Purnia,0.819
Asbestos Sheet,5,Urban,Kolkata,0.7541
Stone Slabs,18,Urban,Jaipur,0.728
Lime-Finished Roofs,13,Rural,Anantapur,0.6578
Galvanized Iron Sheet,5,Urban,Ahmedabad,0.8688
Metal Roofs,42,Urban,Mumbai,0.8512
Terracotta and Clay Tiles,6,Urban,Kolkata,0.8271
Galvanized Iron Sheet,16,Urban,Lucknow,0.86
Galvanized Iron Sheet,12,Urban,Mumbai,0.8789
Tiled Roof,11,Urban,Pune,0.722
Concrete Roof,9,Rural,Sambalpur,0.6357
Lime-Finished Roofs,8,Urban,Bhopal,0.6693
Galvanized Iron Sheet,46,Rural,Wardha,0.8592
Modern Composite Sheets,43,Rural,Jaisalmer,0.8469
Metal Roofs,12,Rural,Anantapur,0.8251
Tiled Roof,3,Rural,Gorakhpur,0.7233
Metal Roofs,19,Urban,Delhi,0.8568
Concrete Roof,4,Urban,Chennai,0.6748
Lime-Finished Roofs,25,Rural,Hisar,0.6348
Metal Roofs,48,Rural,Tezpur,0.822
Metal Roofs,44,Rural,Jaisalmer,0.8537
Asbestos Sheet,2,Urban,Jaipur,0.7793
Tiled Roof,1,Urban,Chennai,0.7233
Ceramic Tiles,39,Urban,Delhi,0.8078
Stone Slabs,46,Urban,Kolkata,0.7042
Stone Slabs,33,Urban,Lucknow,0.701
Terracotta and Clay Tiles,34,Rural,Raichur,0.7936
Terracotta and Clay Tiles,2,Rural,Purnia,0.7958
Stone Slabs,31,Urban,Mumbai,0.7099
Metal Roofs,37,Rural,Bathinda,0.8226
Concrete Roof,13,Urban,Lucknow,0.6736
Tiled Roof,35,Rural,Bathinda,0.7141
Metal Roofs,30,Urban,Pune,0.856
Metal Roofs,43,Urban,Kolkata,0.8641
Ceramic Tiles,13,Urban,Patna,0.8112
Asbestos Sheet,49,Rural,Hisar,0.7469
Stone Slabs,39,Urban,Bhopal,0.7268
Galvanized Iron Sheet,3,Rural,Purnia,0.8524
Galvanized Iron Sheet,17,Rural,Hisar,0.8229
Tiled Roof,37,Urban,Delhi,0.7408
Lime-Finished Roofs,10,Urban,Pune,0.6726
Modern Composite Sheets,29,Urban,Patna,0.83
Tiled Roof,41,Rural,Raichur,0.692
Modern Composite Sheets,4,Urban,Pune,0.8562
Tiled Roof,19,Rural,Wardha,0.7215
Metal Roofs,36,Rural,Wardha,0.8335
Lime-Finished Roofs,24,Rural,Raichur,0.6172
Metal Roofs,36,Urban,Jaipur,0.8559
Lime-Finished Roofs,16,Urban,Bengaluru,0.685
Ceramic Tiles,46,Urban,Bengaluru,0.8124
Modern Composite Sheets,36,Rural,Shillong,0.83
Asbestos Sheet,47,Rural,Sambalpur,0.7498
Ceramic Tiles,36,Rural,Raichur,0.7833
Asbestos Sheet,46,Rural,Tezpur,0.7405
Metal Roofs,33,Urban,Lucknow,0.8896
Ceramic Tiles,2,Rural,Raichur,0.777
Modern Composite Sheets,31,Rural,Purnia,0.8446
Galvanized Iron Sheet,45,Urban,Chennai,0.8626
Ceramic Tiles,24,Urban,Jaipur,0.8175
Concrete Roof,14,Rural,Sambalpur,0.6329
Modern Composite Sheets,28,Rural,Sambalpur,0.8279
Metal Roofs,11,Rural,Anantapur,0.8366
Modern Composite Sheets,38,Urban,Kolkata,0.8389
Modern Composite Sheets,36,Rural,Purnia,0.8436
Modern Composite Sheets,22,Urban,Bengaluru,0.8492
Modern Composite Sheets,36,Rural,Gorakhpur,0.7836
Tiled Roof,18,Rural,Bathinda,0.686
Terracotta and Clay Tiles,6,Urban,Bhopal,0.8434
Asbestos Sheet,46,Urban,Jaipur,0.7858
Metal Roofs,7,Urban,Kolkata,0.8619
Ceramic Tiles,42,Rural,Anantapur,0.7799
Lime-Finished Roofs,6,Rural,Purnia,0.641
Concrete Roof,21,Rural,Wardha,0.6709
Metal Roofs,1,Urban,Lucknow,0.8495
Lime-Finished Roofs,28,Urban,Hyderabad,0.6631
Modern Composite Sheets,41,Rural,Anantapur,0.8343
Lime-Finished Roofs,3,Rural,Wardha,0.65
Metal Roofs,32,Rural,Purnia,0.8691
Lime-Finished Roofs,32,Urban,Hyderabad,0.6648
Lime-Finished Roofs,29,Rural,Gorakhpur,0.6559
Ceramic Tiles,38,Urban,Ahmedabad,0.8168
Terracotta and Clay Tiles,33,Urban,Bengaluru,0.8267
Modern Composite Sheets,11,Urban,Chennai,0.8352
Galvanized Iron Sheet,7,Rural,Jaisalmer,0.8309
Concrete Roof,16,Urban,Jaipur,0.6807
Metal Roofs,24,Rural,Bathinda,0.8565
Concrete Roof,36,Urban,Bhopal,0.6478
Tiled Roof,29,Rural,Sambalpur,0.7054
Asbestos Sheet,6,Urban,Pune,0.7761
Galvanized Iron Sheet,48,Rural,Bathinda,0.8274
Stone Slabs,41,Urban,Ahmedabad,0.7333
Ceramic Tiles,17,Rural,Purnia,0.8054
Lime-Finished Roofs,31,Rural,Anantapur,0.6614
Asbestos Sheet,50,Urban,Patna,0.7585
Tiled Roof,42,Rural,Tezpur,0.7234
Ceramic Tiles,8,Urban,Chennai,0.8241
Stone Slabs,22,Urban,Bengaluru,0.7069
Lime-Finished Roofs,38,Urban,Hyderabad,0.6646
Concrete Roof,45,Urban,Lucknow,0.6409
Modern Composite Sheets,40,Urban,Lucknow,0.8513
Ceramic Tiles,50,Urban,Mumbai,0.8093
Ceramic Tiles,43,Urban,Jaipur,0.8328
Modern Composite Sheets,6,Urban,Mumbai,0.8488
Modern Composite Sheets,23,Urban,Mumbai,0.858
Lime-Finished Roofs,17,Rural,Hisar,0.6423
Stone Slabs,2,Urban,Jaipur,0.6971
Concrete Roof,48,Rural,Wardha,0.6217
Modern Composite Sheets,3,Urban,Delhi,0.8671
Tiled Roof,45,Rural,Raichur,0.6779
Metal Roofs,40,Urban,Bhopal,0.8581
Modern Composite Sheets,46,Urban,Patna,0.8588
Lime-Finished Roofs,28,Urban,Jaipur,0.7072
Tiled Roof,6,Urban,Hyderabad,0.7041
Lime-Finished Roofs,34,Rural,Sambalpur,0.6392
Terracotta and Clay Tiles,25,Urban,Hyderabad,0.801
Ceramic Tiles,40,Urban,Kolkata,0.8293
Galvanized Iron Sheet,49,Rural,Hisar,0.8281
Asbestos Sheet,13,Rural,Jaisalmer,0.7674
Ceramic Tiles,6,Rural,Jaisalmer,0.8103
Tiled Roof,8,Urban,Ahmedabad,0.7022
Modern Composite Sheets,3,Urban,Bengaluru,0.8337
Ceramic Tiles,25,Urban,Bengaluru,0.8265
Lime-Finished Roofs,4,Urban,Patna,0.6865
Concrete Roof,38,Urban,Kolkata,0.6533
Metal Roofs,29,Urban,Ahmedabad,0.8634
Modern Composite Sheets,9,Rural,Sagar,0.7893
Galvanized Iron Sheet,30,Urban,Bhopal,0.8717
Stone Slabs,41,Urban,Bengaluru,0.7052
Modern Composite Sheets,21,Rural,Jaisalmer,0.8371
Asbestos Sheet,30,Rural,Tezpur,0.7502
Stone Slabs,18,Urban,Bengaluru,0.7152
Stone Slabs,27,Rural,Hisar,0.7079
Lime-Finished Roofs,44,Rural,Shillong,0.628
Terracotta and Clay Tiles,31,Rural,Bathinda,0.7944
Stone Slabs,27,Urban,Mumbai,0.7135
Lime-Finished Roofs,47,Rural,Sambalpur,0.6462
Tiled Roof,37,Rural,Wardha,0.7187
Concrete Roof,9,Urban,Mumbai,0.6587
Metal Roofs,50,Urban,Hyderabad,0.8784
Lime-Finished Roofs,14,Urban,Jaipur,0.6635
Asbestos Sheet,19,Rural,Sagar,0.7454
Lime-Finished Roofs,18,Urban,Patna,0.6695
Modern Composite Sheets,32,Rural,Bathinda,0.8342
Terracotta and Clay Tiles,24,Urban,Ahmedabad,0.8203
Ceramic Tiles,2,Rural,Bathinda,0.7971
Concrete Roof,46,Urban,Patna,0.6493
Concrete Roof,38,Rural,Hisar,0.6571
Galvanized Iron Sheet,9,Urban,Lucknow,0.8586
Ceramic Tiles,43,Rural,Hisar,0.8031
Ceramic Tiles,25,Rural,Hisar,0.7934
Ceramic Tiles,39,Urban,Patna,0.8157
Asbestos Sheet,18,Rural,Hisar,0.7503
Tiled Roof,33,Rural,Jaisalmer,0.7088
Tiled Roof,20,Urban,Kolkata,0.6948
Asbestos Sheet,22,Urban,Hyderabad,0.7817
Lime-Finished Roofs,50,Rural,Hisar,0.6375
Stone Slabs,33,Rural,Raichur,0.6787
Metal Roofs,9,Urban,Mumbai,0.8775
Lime-Finished Roofs,21,Rural,Jaisalmer,0.6412
Asbestos Sheet,7,Rural,Anantapur,0.7538
Terracotta and Clay Tiles,2,Rural,Hisar,0.8298
Galvanized Iron Sheet,33,Urban,Mumbai,0.8718
Stone Slabs,14,Rural,Raichur,0.6888
Modern Composite Sheets,24,Rural,Shillong,0.8277
Galvanized Iron Sheet,39,Urban,Chennai,0.8515
Concrete Roof,15,Urban,Delhi,0.662
Tiled Roof,35,Rural,Shillong,0.6931
Terracotta and Clay Tiles,37,Urban,Bengaluru,0.826
Modern Composite Sheets,8,Rural,Tezpur,0.8071
Stone Slabs,14,Urban,Delhi,0.7024
Galvanized Iron Sheet,27,Rural,Raichur,0.8413
Lime-Finished Roofs,40,Urban,Pune,0.6635
Modern Composite Sheets,12,Rural,Sagar,0.8177
Asbestos Sheet,39,Urban,Bengaluru,0.7459
Modern Composite Sheets,42,Urban,Chennai,0.8393
Asbestos Sheet,14,Rural,Shillong,0.7486
Lime-Finished Roofs,42,Rural,Sambalpur,0.6435
Lime-Finished Roofs,12,Urban,Patna,0.6414
Asbestos Sheet,16,Urban,Pune,0.791
Ceramic Tiles,30,Rural,Sambalpur,0.7989
Modern Composite Sheets,13,Urban,Delhi,0.8659
Stone Slabs,35,Urban,Ahmedabad,0.7085
Stone Slabs,50,Rural,Tezpur,0.7061
Metal Roofs,48,Rural,Shillong,0.8332
Asbestos Sheet,11,Urban,Delhi,0.7602
Stone Slabs,42,Urban,Ahmedabad,0.6982
Asbestos Sheet,16,Urban,Ahmedabad,0.7893
Ceramic Tiles,2,Rural,Hisar,0.8162
Terracotta and Clay Tiles,10,Urban,Hyderabad,0.8239
Tiled Roof,1,Urban,Delhi,0.7406
Modern Composite Sheets,27,Urban,Bengaluru,0.8659
Modern Composite Sheets,2,Rural,Wardha,0.8125
Modern Composite Sheets,21,Rural,Raichur,0.8362
Terracotta and Clay Tiles,8,Rural,Tezpur,0.7859
Concrete Roof,39,Urban,Chennai,0.6482
Asbestos Sheet,33,Rural,Purnia,0.7431
Concrete Roof,41,Rural,Bathinda,0.6266
Asbestos Sheet,35,Urban,Ahmedabad,0.7572
Asbestos Sheet,15,Rural,Sagar,0.7665
Terracotta and Clay Tiles,20,Rural,Raichur,0.8268
Asbestos Sheet,5,Urban,Chennai,0.7586
Asbestos Sheet,35,Rural,Shillong,0.7405
Ceramic Tiles,28,Urban,Bhopal,0.8297
Concrete Roof,1,Urban,Bengaluru,0.6678
Tiled Roof,36,Rural,Hisar,0.6944
Terracotta and Clay Tiles,11,Urban,Hyderabad,0.8216
Metal Roofs,47,Rural,Jaisalmer,0.8038
Stone Slabs,29,Rural,Sagar,0.6884
Metal Roofs,45,Rural,Anantapur,0.8537
Lime-Finished Roofs,24,Urban,Mumbai,0.6588
Galvanized Iron Sheet,33,Rural,Bathinda,0.8457
Galvanized Iron Sheet,37,Rural,Jaisalmer,0.8531
Stone Slabs,6,Rural,Purnia,0.6748
Lime-Finished Roofs,16,Rural,Sagar,0.6279
Ceramic Tiles,19,Rural,Sambalpur,0.788
Modern Composite Sheets,38,Urban,Patna,0.8421
Lime-Finished Roofs,39,Rural,Purnia,0.6569
Stone Slabs,43,Rural,Anantapur,0.6979
Modern Composite Sheets,20,Urban,Hyderabad,0.8295
Galvanized Iron Sheet,17,Rural,Hisar,0.857
Tiled Roof,15,Rural,Gorakhpur,0.6633
Modern Composite Sheets,12,Rural,Anantapur,0.8259
Galvanized Iron Sheet,19,Rural,Sambalpur,0.8496
Asbestos Sheet,17,Rural,Tezpur,0.7575
Ceramic Tiles,32,Urban,Kolkata,0.8139
Terracotta and Clay Tiles,5,Urban,Delhi,0.8086
Modern Composite Sheets,7,Urban,Bhopal,0.8394
Lime-Finished Roofs,10,Rural,Anantapur,0.6632
Stone Slabs,7,Rural,Hisar,0.7041
Ceramic Tiles,46,Rural,Purnia,0.8091
Tiled Roof,12,Rural,Bathinda,0.6948
Modern Composite Sheets,41,Urban,Bengaluru,0.8481
Concrete Roof,5,Urban,Bhopal,0.6441
Modern Composite Sheets,18,Urban,Lucknow,0.8213
Stone Slabs,24,Rural,Wardha,0.6898
Terracotta and Clay Tiles,13,Urban,Lucknow,0.8015
Ceramic Tiles,48,Rural,Sambalpur,0.7732
Terracotta and Clay Tiles,31,Rural,Raichur,0.7989
Tiled Roof,34,Rural,Tezpur,0.7023
Tiled Roof,13,Urban,Jaipur,0.7296
Concrete Roof,23,Rural,Gorakhpur,0.636
Tiled Roof,49,Urban,Chennai,0.6982
Asbestos Sheet,4,Urban,Mumbai,0.7784
Lime-Finished Roofs,47,Urban,Bengaluru,0.684
Tiled Roof,31,Urban,Mumbai,0.7214
Stone Slabs,38,Urban,Chennai,0.7214
Asbestos Sheet,27,Rural,Sagar,0.7392
Stone Slabs,16,Rural,Purnia,0.7071
Terracotta and Clay Tiles,20,Urban,Hyderabad,0.8012
Ceramic Tiles,15,Rural,Jaisalmer,0.7858
Concrete Roof,14,Urban,Bhopal,0.6794
Concrete Roof,28,Rural,Sambalpur,0.6508
Ceramic Tiles,25,Rural,Shillong,0.8102
Metal Roofs,24,Rural,Sagar,0.8402
Tiled Roof,39,Urban,Delhi,0.7189
Ceramic Tiles,47,Urban,Lucknow,0.8093
Stone Slabs,4,Rural,Jaisalmer,0.7002
Concrete Roof,15,Rural,Shillong,0.6561
Lime-Finished Roofs,10,Rural,Wardha,0.6514
Galvanized Iron Sheet,25,Rural,Anantapur,0.857
Galvanized Iron Sheet,34,Urban,Kolkata,0.8565
Concrete Roof,12,Rural,Hisar,0.6608
Lime-Finished Roofs,16,Rural,Wardha,0.6484
Asbestos Sheet,24,Rural,Tezpur,0.7493
Concrete Roof,38,Urban,Patna,0.6551
Galvanized Iron Sheet,17,Urban,Delhi,0.8713
Concrete Roof,31,Urban,Hyderabad,0.6777
Ceramic Tiles,35,Urban,Delhi,0.8285
Ceramic Tiles,32,Rural,Bathinda,0.7719
Concrete Roof,42,Rural,Gorakhpur,0.623
Terracotta and Clay Tiles,29,Urban,Chennai,0.8302
Lime-Finished Roofs,14,Urban,Jaipur,0.652
Stone Slabs,13,Rural,Wardha,0.6996
Stone Slabs,17,Urban,Patna,0.7413
Concrete Roof,31,Rural,Raichur,0.6305
Stone Slabs,32,Rural,Sagar,0.7188
Ceramic Tiles,34,Urban,Delhi,0.8265
Stone Slabs,11,Urban,Pune,0.7135
Galvanized Iron Sheet,35,Urban,Ahmedabad,0.8461
Stone Slabs,25,Rural,Raichur,0.677
Tiled Roof,24,Urban,Delhi,0.7071
Modern Composite Sheets,46,Urban,Jaipur,0.8424
Stone Slabs,16,Urban,Ahmedabad,0.6888
Concrete Roof,50,Urban,Kolkata,0.6514
Tiled Roof,29,Urban,Bhopal,0.7107
Galvanized Iron Sheet,25,Urban,Lucknow,0.8845
Lime-Finished Roofs,20,Rural,Sagar,0.6374
Ceramic Tiles,4,Urban,Chennai,0.8113
Stone Slabs,20,Rural,Jaisalmer,0.6975
Lime-Finished Roofs,23,Rural,Sagar,0.6377
Terracotta and Clay Tiles,28,Urban,Ahmedabad,0.8279
Lime-Finished Roofs,3,Urban,Pune,0.6384
Modern Composite Sheets,25,Rural,Sagar,0.8427
Metal Roofs,4,Rural,Shillong,0.8504
Concrete Roof,9,Urban,Jaipur,0.6522
Metal Roofs,34,Urban,Bengaluru,0.8594
Ceramic Tiles,42,Rural,Sambalpur,0.7962
Lime-Finished Roofs,46,Rural,Raichur,0.6349
Stone Slabs,2,Urban,Kolkata,0.7067
Terracotta and Clay Tiles,29,Rural,Shillong,0.7913
Lime-Finished Roofs,2,Urban,Patna,0.6734
Stone Slabs,3,Rural,Bathinda,0.7165
Ceramic Tiles,2,Urban,Lucknow,0.8307
Concrete Roof,47,Urban,Mumbai,0.6684
Concrete Roof,7,Rural,Purnia,0.6503
Lime-Finished Roofs,38,Urban,Mumbai,0.6672
Ceramic Tiles,13,Urban,Lucknow,0.8268
Lime-Finished Roofs,50,Urban,Bengaluru,0.6467
Tiled Roof,43,Urban,Bhopal,0.7308
Asbestos Sheet,49,Urban,Bhopal,0.765
Ceramic Tiles,25,Urban,Mumbai,0.8112
Stone Slabs,29,Rural,Sagar,0.6913
Tiled Roof,30,Urban,Mumbai,0.6991
Tiled Roof,19,Urban,Bhopal,0.7269
Galvanized Iron Sheet,12,Urban,Ahmedabad,0.8609
Concrete Roof,46,Urban,Ahmedabad,0.6558
Galvanized Iron Sheet,42,Urban,Delhi,0.9029
Stone Slabs,45,Urban,Hyderabad,0.6955
Galvanized Iron Sheet,21,Rural,Tezpur,0.8583
Metal Roofs,20,Rural,Anantapur,0.8274
Stone Slabs,36,Urban,Delhi,0.703
Stone Slabs,45,Urban,Bhopal,0.7058
Terracotta and Clay Tiles,47,Rural,Hisar,0.7927
Ceramic Tiles,2,Urban,Mumbai,0.8271
Terracotta and Clay Tiles,37,Urban,Pune,0.7962
Metal Roofs,29,Rural,Raichur,0.8392
Lime-Finished Roofs,37,Rural,Raichur,0.6372
Tiled Roof,2,Urban,Mumbai,0.7074
Modern Composite Sheets,29,Urban,Delhi,0.8344
Asbestos Sheet,27,Urban,Ahmedabad,0.7797
Terracotta and Clay Tiles,41,Urban,Patna,0.8063
Galvanized Iron Sheet,36,Urban,Bhopal,0.8668
Galvanized Iron Sheet,15,Rural,Tezpur,0.8156
Metal Roofs,13,Urban,Lucknow,0.8726
Metal Roofs,35,Rural,Purnia,0.8691
Modern Composite Sheets,2,Rural,Gorakhpur,0.8154
Concrete Roof,49,Rural,Tezpur,0.649
Terracotta and Clay Tiles,19,Urban,Patna,0.8049
Lime-Finished Roofs,40,Rural,Anantapur,0.6557
Modern Composite Sheets,42,Rural,Bathinda,0.8141
Ceramic Tiles,36,Urban,Lucknow,0.7974
Tiled Roof,45,Urban,Pune,0.7381
Stone Slabs,20,Rural,Hisar,0.7047
Stone Slabs,12,Urban,Hyderabad,0.6951
Stone Slabs,50,Rural,Jaisalmer,0.7259
Ceramic Tiles,42,Rural,Purnia,0.7699
Tiled Roof,1,Rural,Raichur,0.7143
Tiled Roof,14,Urban,Hyderabad,0.7288
Terracotta and Clay Tiles,18,Rural,Purnia,0.7814
Terracotta and Clay Tiles,18,Urban,Chennai,0.8284
Stone Slabs,26,Rural,Tezpur,0.6689
Ceramic Tiles,29,Rural,Tezpur,0.7896
Concrete Roof,38,Rural,Jaisalmer,0.6416
Modern Composite Sheets,40,Urban,Bhopal,0.847
Asbestos Sheet,31,Rural,Sambalpur,0.7489
Metal Roofs,14,Rural,Hisar,0.8291
Galvanized Iron Sheet,50,Urban,Kolkata,0.8603
Stone Slabs,25,Rural,Sagar,0.6683
Terracotta and Clay Tiles,2,Rural,Jaisalmer,0.7923
Modern Composite Sheets,38,Urban,Patna,0.8498
Metal Roofs,12,Urban,Hyderabad,0.8821
Galvanized Iron Sheet,33,Urban,Mumbai,0.8592
Terracotta and Clay Tiles,7,Rural,Gorakhpur,0.7909
Galvanized Iron Sheet,43,Urban,Delhi,0.8661
Stone Slabs,29,Rural,Purnia,0.6904
Metal Roofs,21,Rural,Tezpur,0.8479
Modern Composite Sheets,45,Rural,Jaisalmer,0.8192
Stone Slabs,40,Urban,Bhopal,0.7264
Asbestos Sheet,46,Rural,Wardha,0.743
Concrete Roof,10,Urban,Delhi,0.6683
Modern Composite Sheets,24,Urban,Bengaluru,0.8642
Tiled Roof,50,Urban,Delhi,0.7438
Ceramic Tiles,16,Urban,Hyderabad,0.8198
Modern Composite Sheets,19,Urban,Patna,0.8426
Stone Slabs,30,Urban,Ahmedabad,0.739
Terracotta and Clay Tiles,30,Urban,Patna,0.8037
Ceramic Tiles,20,Rural,Hisar,0.8107
Concrete Roof,35,Urban,Mumbai,0.641
Asbestos Sheet,38,Rural,Jaisalmer,0.7179
Modern Composite Sheets,42,Rural,Purnia,0.8171
Asbestos Sheet,11,Rural,Raichur,0.74
Lime-Finished Roofs,38,Rural,Wardha,0.6283
Terracotta and Clay Tiles,17,Urban,Bengaluru,0.8162
Metal Roofs,22,Urban,Chennai,0.8522
Lime-Finished Roofs,24,Rural,Purnia,0.6347
Modern Composite Sheets,5,Rural,Hisar,0.8173
Modern Composite Sheets,48,Urban,Hyderabad,0.8578
Asbestos Sheet,6,Urban,Patna,0.7572
Stone Slabs,26,Urban,Ahmedabad,0.7482
Tiled Roof,41,Urban,Delhi,0.7229
Lime-Finished Roofs,40,Rural,Sagar,0.6474
Modern Composite Sheets,8,Urban,Mumbai,0.8477
Ceramic Tiles,33,Urban,Hyderabad,0.8021
Ceramic Tiles,23,Urban,Patna,0.8176
Modern Composite Sheets,43,Urban,Mumbai,0.8182
Metal Roofs,26,Urban,Bhopal,0.8922
Concrete Roof,2,Urban,Bhopal,0.6881
Galvanized Iron Sheet,17,Urban,Mumbai,0.866
Terracotta and Clay Tiles,23,Urban,Mumbai,0.8461
Terracotta and Clay Tiles,37,Rural,Sambalpur,0.7695
Stone Slabs,4,Urban,Hyderabad,0.7216
Asbestos Sheet,1,Rural,Raichur,0.718
Concrete Roof,16,Urban,Kolkata,0.655
Concrete Roof,41,Rural,Sagar,0.6603
Terracotta and Clay Tiles,35,Rural,Tezpur,0.8033
Galvanized Iron Sheet,16,Urban,Pune,0.8627
Modern Composite Sheets,4,Urban,Hyderabad,0.8428
Concrete Roof,21,Rural,Tezpur,0.6453
Concrete Roof,20,Rural,Sagar,0.6585
Metal Roofs,2,Urban,Lucknow,0.8632
Terracotta and Clay Tiles,12,Rural,Wardha,0.8013
Terracotta and Clay Tiles,22,Rural,Anantapur,0.8429
Terracotta and Clay Tiles,2,Rural,Purnia,0.7927
Ceramic Tiles,15,Urban,Kolkata,0.8136
Lime-Finished Roofs,36,Rural,Raichur,0.629
Concrete Roof,31,Urban,Jaipur,0.678
Terracotta and Clay Tiles,37,Urban,Bengaluru,0.8436
Metal Roofs,46,Rural,Purnia,0.8432
Concrete Roof,12,Urban,Bengaluru,0.6511
Asbestos Sheet,38,Rural,Sagar,0.7484
Metal Roofs,15,Rural,Sagar,0.8486
Asbestos Sheet,11,Urban,Mumbai,0.7667
Ceramic Tiles,26,Urban,Mumbai,0.8467
Galvanized Iron Sheet,44,Urban,Ahmedabad,0.845
Terracotta and Clay Tiles,5,Urban,Lucknow,0.8158
Galvanized Iron Sheet,47,Urban,Lucknow,0.8739
Asbestos Sheet,25,Urban,Bengaluru,0.7963
Terracotta and Clay Tiles,28,Urban,Bengaluru,0.8118
Asbestos Sheet,46,Rural,Tezpur,0.7361
Metal Roofs,35,Rural,Raichur,0.8668
Lime-Finished Roofs,24,Urban,Ahmedabad,0.6506
Galvanized Iron Sheet,29,Urban,Chennai,0.8464
Modern Composite Sheets,35,Rural,Purnia,0.8451
Terracotta and Clay Tiles,14,Rural,Hisar,0.8044
Metal Roofs,8,Rural,Tezpur,0.8434
Tiled Roof,4,Rural,Purnia,0.6888
Modern Composite Sheets,6,Rural,Sagar,0.8139
Tiled Roof,2,Urban,Hyderabad,0.7021
Concrete Roof,29,Rural,Gorakhpur,0.6506
Ceramic Tiles,21,Rural,Sambalpur,0.7848
Lime-Finished Roofs,45,Urban,Ahmedabad,0.6778
Metal Roofs,48,Rural,Jaisalmer,0.8156
Concrete Roof,40,Rural,Jaisalmer,0.6646
Metal Roofs,23,Urban,Kolkata,0.8891
Modern Composite Sheets,4,Urban,Patna,0.8316
Galvanized Iron Sheet,19,Rural,Jaisalmer,0.8786
Lime-Finished Roofs,40,Rural,Shillong,0.6367
Terracotta and Clay Tiles,26,Rural,Anantapur,0.7914
Modern Composite Sheets,25,Rural,Gorakhpur,0.8226
Modern Composite Sheets,6,Urban,Bhopal,0.8671
Metal Roofs,38,Rural,Shillong,0.8689
Metal Roofs,48,Urban,Mumbai,0.8436
Metal Roofs,37,Rural,Raichur,0.8286
Tiled Roof,4,Urban,Chennai,0.7364
Metal Roofs,30,Urban,Hyderabad,0.8586
Terracotta and Clay Tiles,24,Urban,Delhi,0.8293
Ceramic Tiles,25,Urban,Bhopal,0.8255
Modern Composite Sheets,7,Rural,Tezpur,0.8185
Concrete Roof,26,Rural,Hisar,0.6268
Tiled Roof,47,Urban,Hyderabad,0.7277
Metal Roofs,27,Rural,Wardha,0.8335
Tiled Roof,43,Urban,Ahmedabad,0.7399
Concrete Roof,50,Urban,Kolkata,0.6769
Metal Roofs,16,Rural,Jaisalmer,0.8432
Ceramic Tiles,49,Rural,Purnia,0.7923
Asbestos Sheet,36,Urban,Lucknow,0.764
Modern Composite Sheets,27,Rural,Hisar,0.8527
Ceramic Tiles,28,Urban,Ahmedabad,0.8255
Asbestos Sheet,11,Urban,Patna,0.7762
Lime-Finished Roofs,17,Urban,Lucknow,0.662
Concrete Roof,43,Urban,Ahmedabad,0.6724
Concrete Roof,33,Rural,Sagar,0.6382
Ceramic Tiles,20,Urban,Bengaluru,0.8453
Lime-Finished Roofs,31,Rural,Jaisalmer,0.642
Terracotta and Clay Tiles,3,Rural,Wardha,0.8013
Terracotta and Clay Tiles,38,Rural,Purnia,0.797
Metal Roofs,45,Rural,Bathinda,0.8452
Terracotta and Clay Tiles,35,Rural,Gorakhpur,0.804
Asbestos Sheet,30,Rural,Sagar,0.7582
Asbestos Sheet,31,Rural,Anantapur,0.7653
Terracotta and Clay Tiles,36,Urban,Pune,0.8151
Metal Roofs,34,Rural,Bathinda,0.836
Asbestos Sheet,47,Urban,Jaipur,0.796
Metal Roofs,50,Rural,Bathinda,0.8492
